Date,  Galaxy,Planet_ID,Country,Disaster,Death_Count
19-03-2019,Milky Way,249,North Korea,Volcano,12
16-04-2018,Milky Way,36,India,Earthquake,120
07-04-2019,Sombrero,,Bangladesh,,291
04-03-2019,Milky Way,42,Mongolia,Earthquake,63
20-01-2018,Milky Way,16,Indonesia,Flood,38
21-05-2019,Milky Way,264,New Zealand,Landslide,0
19-11-2017,Milky Way,76,Spain,Flood,2
30-04-2018,Milky Way,16,Indonesia,Flood,181
25-08-2017,Milky Way,261,China,Landslide,0
29-03-2018,Sombrero,,New Zealand,,0
25-04-2019,Milky Way,78,North Korea,Volcano,23
31-05-2017,Milky Way,84,USA,BushFIre,0
12-12-2018,Sombrero,,Mongolia,,2178
04-08-2018,Milky Way,263,France,Flood,0
19-12-2018,Milky Way,117,North Korea,Volcano,10
26-12-2018,Milky Way,63,Pakistan,Flood,17
03-10-2018,Milky Way,104,Pakistan,Flood,21
29-01-2019,Milky Way,135,North Korea,Volcano,138
16-09-2018,Milky Way,72,New Zealand,Landslide,14
24-03-2018,Milky Way,63,Pakistan,Flood,22
20-12-2017,Milky Way,48,Australia,Flood,47
23-04-2019,Milky Way,257,Japan,Volcano,9
08-01-2019,Milky Way,269,UK,Earthquake,0
12-07-2018,Milky Way,260,Spain,Flood,5
26-04-2019,Milky Way,111,France,Flood,2
12-12-2018,Milky Way,70,North Korea,Volcano,22
25-06-2017,Milky Way,135,North Korea,Volcano,21
14-12-2017,Milky Way,34,Japan,Volcano,82
14-07-2017,Milky Way,262,UK,Earthquake,0
24-06-2018,Milky Way,202,Germany,Earthquake,30
22-07-2018,Milky Way,16,Indonesia,Flood,48
20-10-2018,Sombrero,,Russia,,990
26-10-2018,Sombrero,,New Zealand,,0
02-12-2017,Sombrero,,New Zealand,,0
17-01-2019,Milky Way,207,Japan,Volcano,21
17-11-2017,Milky Way,1,Mongolia,Earthquake,115
20-03-2018,Milky Way,72,New Zealand,Landslide,16
12-06-2017,Milky Way,121,Bangladesh,Flood,0
03-10-2017,Sombrero,,Singapore,,43
12-05-2018,Milky Way,5,Bangladesh,Flood,9
01-10-2017,Milky Way,67,Japan,Volcano,106
17-05-2017,Milky Way,255,India,Earthquake,0
13-09-2018,Sombrero,,Mongolia,,2517
13-09-2017,Milky Way,61,Japan,Volcano,50
14-11-2017,Milky Way,9,Mongolia,Earthquake,29
21-05-2018,Milky Way,69,Spain,Flood,5
29-06-2018,Milky Way,13,Spain,Flood,49
09-11-2018,Milky Way,85,North Korea,Volcano,95
11-10-2017,Milky Way,217,Singapore,Earthquake,0
18-04-2018,Milky Way,13,Spain,Flood,57
23-05-2018,Milky Way,13,Spain,Flood,29
11-01-2018,Milky Way,266,Indonesia,Flood,0
18-06-2017,Milky Way,63,Pakistan,Flood,13
03-09-2018,Milky Way,62,New Zealand,Landslide,15
13-06-2018,Milky Way,66,France,Flood,0
19-05-2018,Milky Way,101,UK,Earthquake,0
31-12-2018,Milky Way,11,Mongolia,Earthquake,115
29-04-2019,Milky Way,265,France,Flood,0
22-04-2017,Milky Way,251,Malaysia,Earthquake,0
15-12-2018,Milky Way,264,New Zealand,Landslide,0
20-06-2017,Milky Way,258,China,Landslide,0
13-11-2018,Milky Way,69,Spain,Flood,15
01-06-2018,Milky Way,69,Spain,Flood,0
14-08-2017,Milky Way,62,New Zealand,Landslide,17
02-05-2019,Sombrero,,North Korea,,86
05-04-2019,Milky Way,165,Australia,Earthquake,9
10-07-2017,Milky Way,61,Japan,Volcano,14
17-11-2018,Milky Way,11,Mongolia,Earthquake,51
25-10-2017,Milky Way,202,Germany,Earthquake,8
19-11-2018,Milky Way,79,Germany,Earthquake,47
11-02-2018,Milky Way,11,Mongolia,Earthquake,31
18-03-2019,Sombrero,,Russia,,1424
19-10-2018,Sombrero,,Mongolia,,127
14-08-2017,Sombrero,,Japan,,530
03-10-2018,Milky Way,249,North Korea,Volcano,8
24-07-2017,Milky Way,9,Mongolia,Earthquake,16
18-03-2019,Milky Way,9,Mongolia,Earthquake,61
04-09-2018,Milky Way,20,Australia,Flood,20
16-06-2019,Sombrero,,Bangladesh,,1545
12-07-2018,Milky Way,85,North Korea,Volcano,26
16-09-2018,Milky Way,135,North Korea,Volcano,108
10-06-2019,Milky Way,10,Mongolia,Earthquake,62
28-09-2017,Milky Way,43,Spain,Flood,0
16-10-2017,Milky Way,264,New Zealand,Landslide,0
24-02-2018,Milky Way,117,North Korea,Volcano,2
29-10-2017,Sombrero,,Bangladesh,,464
13-01-2018,Sombrero,,Russia,,1633
27-04-2017,Milky Way,63,Pakistan,Flood,13
13-06-2018,Sombrero,,India,,1998
25-06-2017,Milky Way,249,North Korea,Volcano,5
03-06-2019,Sombrero,,Spain,,1302
03-05-2018,Milky Way,105,Japan,Volcano,31
11-11-2018,Milky Way,67,Japan,Volcano,23
14-09-2017,Sombrero,,South Korea,,1076
09-09-2018,Milky Way,121,Bangladesh,Flood,1
02-01-2018,Sombrero,,North Korea,,221
08-11-2017,Milky Way,21,North Korea,Volcano,57
16-03-2019,Milky Way,34,Japan,Volcano,98
15-06-2019,Milky Way,267,France,Flood,0
23-10-2017,Milky Way,262,UK,Earthquake,0
04-09-2017,Milky Way,82,Russia,Flood,0
05-07-2019,Milky Way,251,Malaysia,Earthquake,0
24-06-2019,Sombrero,,Japan,,534
11-06-2018,Milky Way,64,Bangladesh,Flood,22
11-12-2018,Milky Way,48,Australia,Flood,34
13-01-2019,Milky Way,21,North Korea,Volcano,7
18-12-2017,Milky Way,267,France,Flood,0
15-06-2019,Milky Way,268,UK,Earthquake,0
18-04-2018,Milky Way,5,Bangladesh,Flood,198
15-08-2017,Milky Way,34,Japan,Volcano,189
16-01-2018,Milky Way,270,UK,Earthquake,0
30-06-2018,Milky Way,260,Spain,Flood,6
14-06-2017,Milky Way,61,Japan,Volcano,35
21-05-2018,Milky Way,42,Mongolia,Earthquake,44
07-07-2018,Milky Way,8,Mongolia,Earthquake,36
06-03-2018,Sombrero,,Russia,,163
26-04-2017,Milky Way,8,Mongolia,Earthquake,24
28-06-2018,Milky Way,165,Australia,Earthquake,15
27-03-2019,Milky Way,79,Germany,Earthquake,43
26-04-2019,Milky Way,117,North Korea,Volcano,16
23-06-2017,Milky Way,35,Spain,Flood,0
20-02-2019,Sombrero,,New Zealand,,0
18-09-2018,Milky Way,260,Spain,Flood,7
15-06-2018,Milky Way,260,Spain,Flood,5
04-07-2018,Milky Way,120,Malaysia,Earthquake,35
31-05-2019,Sombrero,,Pakistan,,7
25-01-2018,Milky Way,135,North Korea,Volcano,198
25-07-2018,Milky Way,16,Indonesia,Flood,214
15-03-2018,Milky Way,105,Japan,Volcano,26
15-07-2017,Milky Way,263,France,Flood,0
10-12-2017,Milky Way,77,North Korea,Volcano,3
17-02-2019,Milky Way,269,UK,Earthquake,0
21-01-2018,Milky Way,72,New Zealand,Landslide,4
25-04-2018,Milky Way,120,Malaysia,Earthquake,26
13-09-2018,Milky Way,65,India,Earthquake,72
31-12-2017,Milky Way,36,India,Earthquake,413
29-04-2018,Milky Way,20,Australia,Flood,14
04-07-2018,Milky Way,8,Mongolia,Earthquake,43
19-06-2017,Milky Way,17,France,Flood,32
29-06-2019,Milky Way,17,France,Flood,13
04-05-2017,Milky Way,266,Indonesia,Flood,0
26-04-2019,Milky Way,64,Bangladesh,Flood,21
26-11-2017,Milky Way,10,Mongolia,Earthquake,2
26-09-2017,Milky Way,5,Bangladesh,Flood,216
07-09-2018,Milky Way,255,India,Earthquake,14
31-12-2017,Milky Way,265,France,Flood,0
06-07-2018,Milky Way,258,China,Landslide,8
27-03-2018,Milky Way,5,Bangladesh,Flood,150
21-04-2018,Sombrero,,UK,,508
10-11-2017,Milky Way,21,North Korea,Volcano,76
06-01-2019,Milky Way,259,China,Landslide,8
19-03-2018,Milky Way,249,North Korea,Volcano,2
04-09-2018,Milky Way,11,Mongolia,Earthquake,35
13-01-2018,Milky Way,270,UK,Earthquake,0
07-05-2018,Sombrero,,Australia,,357
21-06-2019,Milky Way,42,Mongolia,Earthquake,37
25-01-2018,Milky Way,73,New Zealand,Landslide,11
21-05-2018,Milky Way,251,Malaysia,Earthquake,35
22-11-2017,Sombrero,,Singapore,,505
21-05-2018,Sombrero,,Pakistan,,144
21-12-2018,Milky Way,64,Bangladesh,Flood,19
02-07-2019,Milky Way,61,Japan,Volcano,67
14-04-2017,Milky Way,65,India,Earthquake,6
14-06-2018,Milky Way,8,Mongolia,Earthquake,80
29-06-2019,Milky Way,13,Spain,Flood,58
27-06-2019,Milky Way,100,UK,Earthquake,12
04-07-2018,Milky Way,105,Japan,Volcano,15
01-03-2019,Milky Way,258,China,Landslide,6
04-12-2017,Milky Way,261,China,Landslide,0
01-03-2018,Milky Way,121,Bangladesh,Flood,0
24-08-2018,Milky Way,13,Spain,Flood,62
31-08-2017,Milky Way,248,North Korea,Volcano,51
09-08-2018,Milky Way,13,Spain,Flood,63
06-07-2017,Milky Way,259,China,Landslide,0
07-05-2018,Milky Way,7,Mongolia,Earthquake,54
16-02-2018,Sombrero,,Australia,,4241
28-08-2018,Sombrero,,USA,,552
14-04-2019,Milky Way,20,Australia,Flood,23
25-08-2017,Sombrero,,Singapore,,19
13-04-2019,Milky Way,120,Malaysia,Earthquake,28
11-10-2018,Milky Way,8,Mongolia,Earthquake,71
17-04-2017,Milky Way,70,North Korea,Volcano,7
30-01-2018,Sombrero,,New Zealand,,0
07-12-2017,Milky Way,67,Japan,Volcano,103
03-02-2019,Milky Way,17,France,Flood,0
21-10-2018,Milky Way,202,Germany,Earthquake,25
18-09-2017,Milky Way,73,New Zealand,Landslide,9
13-07-2017,Milky Way,255,India,Earthquake,0
12-08-2017,Milky Way,117,North Korea,Volcano,0
25-11-2018,Milky Way,1,Mongolia,Earthquake,112
30-10-2017,Milky Way,257,Japan,Volcano,0
01-02-2019,Milky Way,257,Japan,Volcano,0
16-10-2017,Milky Way,11,Mongolia,Earthquake,39
17-08-2018,Milky Way,159,Singapore,Earthquake,40
26-11-2018,Milky Way,84,USA,BushFIre,7
19-11-2017,Milky Way,271,China,Landslide,0
29-05-2018,Milky Way,120,Malaysia,Earthquake,42
24-09-2018,Sombrero,,Singapore,,3060
21-10-2017,Milky Way,265,France,Flood,0
18-07-2017,Milky Way,267,France,Flood,0
04-04-2019,Milky Way,82,Russia,Flood,16
30-06-2017,Milky Way,10,Mongolia,Earthquake,265
19-01-2019,Milky Way,64,Bangladesh,Flood,25
17-11-2017,Milky Way,105,Japan,Volcano,5
29-07-2017,Milky Way,117,North Korea,Volcano,0
16-01-2018,Sombrero,,Spain,,3067
05-04-2018,Milky Way,136,Spain,Flood,0
07-03-2018,Milky Way,8,Mongolia,Earthquake,48
01-10-2018,Milky Way,268,UK,Earthquake,0
20-08-2018,Milky Way,105,Japan,Volcano,38
04-01-2018,Milky Way,8,Mongolia,Earthquake,0
22-01-2018,Milky Way,82,Russia,Flood,8
07-07-2017,Milky Way,48,Australia,Flood,9
23-06-2017,Milky Way,82,Russia,Flood,4
14-09-2017,Milky Way,72,New Zealand,Landslide,17
23-03-2019,Milky Way,85,North Korea,Volcano,18
23-05-2019,Milky Way,137,North Korea,Volcano,80
23-05-2018,Milky Way,21,North Korea,Volcano,18
13-05-2017,Sombrero,,Australia,,1512
09-04-2018,Milky Way,137,North Korea,Volcano,57
30-12-2017,Milky Way,267,France,Flood,0
07-07-2017,Milky Way,255,India,Earthquake,0
10-10-2018,Milky Way,269,UK,Earthquake,0
07-09-2017,Milky Way,121,Bangladesh,Flood,0
29-04-2019,Milky Way,259,China,Landslide,4
25-12-2017,Milky Way,67,Japan,Volcano,146
19-02-2018,Milky Way,165,Australia,Earthquake,8
18-06-2019,Milky Way,85,North Korea,Volcano,31
30-09-2018,Milky Way,5,Bangladesh,Flood,255
25-04-2019,Sombrero,,Pakistan,,346
11-09-2018,Milky Way,9,Mongolia,Earthquake,26
17-10-2017,Milky Way,265,France,Flood,0
01-06-2017,Milky Way,73,New Zealand,Landslide,0
08-05-2019,Milky Way,29,Mongolia,Earthquake,19
16-03-2018,Sombrero,,India,,1440
18-05-2017,Milky Way,120,Malaysia,Earthquake,1
31-05-2019,Milky Way,268,UK,Earthquake,0
06-07-2017,Milky Way,159,Singapore,Earthquake,0
24-06-2018,Milky Way,67,Japan,Volcano,38
03-07-2019,Sombrero,,Japan,,144
05-10-2018,Milky Way,61,Japan,Volcano,55
29-05-2018,Milky Way,11,Mongolia,Earthquake,45
23-07-2018,Sombrero,,India,,1521
11-10-2017,Milky Way,74,North Korea,Volcano,90
29-01-2018,Milky Way,29,Mongolia,Earthquake,27
09-01-2018,Milky Way,137,North Korea,Volcano,44
03-05-2019,Milky Way,3,Canada,Landslide,236
03-10-2018,Milky Way,135,North Korea,Volcano,178
14-06-2019,Milky Way,249,North Korea,Volcano,3
13-04-2018,Milky Way,14,UK,Earthquake,0
28-12-2018,Milky Way,74,North Korea,Volcano,41
14-08-2018,Milky Way,147,South Korea,BushFIre,72
27-06-2019,Sombrero,,Australia,,377
06-06-2017,Sombrero,,Malaysia,,0
22-10-2017,Milky Way,61,Japan,Volcano,23
02-08-2018,Milky Way,262,UK,Earthquake,0
24-04-2019,Milky Way,68,Japan,Volcano,18
01-05-2017,Sombrero,,China,,0
15-06-2017,Milky Way,61,Japan,Volcano,42
26-05-2019,Milky Way,104,Pakistan,Flood,19
27-04-2018,Milky Way,202,Germany,Earthquake,18
23-11-2018,Milky Way,69,Spain,Flood,16
01-10-2018,Milky Way,265,France,Flood,0
17-02-2019,Sombrero,,Japan,,132
08-02-2018,Milky Way,266,Indonesia,Flood,0
27-11-2018,Milky Way,266,Indonesia,Flood,0
19-07-2018,Milky Way,271,China,Landslide,0
24-12-2017,Milky Way,262,UK,Earthquake,0
09-09-2017,Milky Way,258,China,Landslide,0
16-09-2017,Milky Way,251,Malaysia,Earthquake,33
16-03-2019,Milky Way,207,Japan,Volcano,5
16-02-2019,Milky Way,120,Malaysia,Earthquake,52
12-01-2019,Milky Way,258,China,Landslide,7
15-11-2017,Sombrero,,China,,0
31-07-2017,Milky Way,111,France,Flood,0
02-01-2018,Milky Way,269,UK,Earthquake,0
12-02-2018,Milky Way,117,North Korea,Volcano,3
12-04-2017,Sombrero,,Pakistan,,0
18-04-2019,Milky Way,61,Japan,Volcano,63
27-03-2018,Sombrero,,Japan,,301
26-08-2018,Milky Way,16,Indonesia,Flood,27
27-05-2017,Milky Way,3,Canada,Landslide,27
26-10-2017,Milky Way,48,Australia,Flood,39
13-07-2017,Milky Way,36,India,Earthquake,50
12-05-2019,Milky Way,259,China,Landslide,3
23-11-2018,Milky Way,254,India,Earthquake,18
07-07-2019,Sombrero,,UK,,75
17-09-2018,Milky Way,117,North Korea,Volcano,7
06-05-2019,Milky Way,82,Russia,Flood,26
07-08-2018,Milky Way,100,UK,Earthquake,1
17-05-2018,Milky Way,35,Spain,Flood,15
25-07-2017,Milky Way,266,Indonesia,Flood,0
30-08-2017,Milky Way,16,Indonesia,Flood,90
11-10-2018,Milky Way,17,France,Flood,38
06-08-2018,Milky Way,257,Japan,Volcano,22
13-12-2017,Milky Way,137,North Korea,Volcano,29
28-12-2018,Milky Way,249,North Korea,Volcano,13
14-04-2019,Milky Way,13,Spain,Flood,29
17-03-2018,Sombrero,,Japan,,652
14-12-2018,Sombrero,,Japan,,696
11-05-2019,Milky Way,1,Mongolia,Earthquake,164
28-06-2017,Milky Way,121,Bangladesh,Flood,0
18-06-2019,Milky Way,120,Malaysia,Earthquake,22
27-03-2018,Milky Way,18,North Korea,Volcano,73
01-08-2018,Milky Way,270,UK,Earthquake,0
05-05-2017,Milky Way,105,Japan,Volcano,8
27-01-2019,Milky Way,117,North Korea,Volcano,3
01-03-2019,Milky Way,265,France,Flood,0
03-02-2018,Milky Way,267,France,Flood,0
13-09-2017,Milky Way,135,North Korea,Volcano,199
08-06-2019,Milky Way,42,Mongolia,Earthquake,47
28-09-2017,Sombrero,,India,,13
11-10-2018,Milky Way,43,Spain,Flood,12
04-09-2018,Milky Way,267,France,Flood,0
01-06-2018,Milky Way,255,India,Earthquake,1
30-08-2017,Milky Way,43,Spain,Flood,0
16-11-2017,Milky Way,217,Singapore,Earthquake,0
03-04-2019,Milky Way,11,Mongolia,Earthquake,66
10-07-2018,Milky Way,101,UK,Earthquake,2
30-09-2018,Milky Way,250,Japan,Volcano,18
20-04-2017,Milky Way,5,Bangladesh,Flood,113
22-11-2018,Milky Way,64,Bangladesh,Flood,22
05-09-2017,Milky Way,266,Indonesia,Flood,0
12-11-2018,Milky Way,62,New Zealand,Landslide,30
05-03-2019,Sombrero,,Russia,,234
26-11-2017,Milky Way,48,Australia,Flood,9
08-08-2017,Milky Way,117,North Korea,Volcano,0
03-03-2019,Milky Way,254,India,Earthquake,5
24-05-2018,Sombrero,,Pakistan,,232
04-07-2019,Milky Way,270,UK,Earthquake,40
08-10-2017,Milky Way,72,New Zealand,Landslide,7
31-05-2019,Milky Way,267,France,Flood,0
24-06-2017,Sombrero,,Mongolia,,1097
02-05-2019,Milky Way,254,India,Earthquake,3
18-08-2018,Milky Way,136,Spain,Flood,112
17-11-2018,Milky Way,74,North Korea,Volcano,45
06-06-2019,Milky Way,159,Singapore,Earthquake,73
21-08-2018,Milky Way,69,Spain,Flood,11
01-05-2017,Sombrero,,Singapore,,0
27-07-2017,Milky Way,84,USA,BushFIre,0
19-07-2017,Milky Way,271,China,Landslide,0
26-04-2018,Milky Way,147,South Korea,BushFIre,33
13-01-2019,Milky Way,251,Malaysia,Earthquake,33
27-05-2018,Milky Way,11,Mongolia,Earthquake,23
15-12-2017,Milky Way,62,New Zealand,Landslide,16
05-08-2018,Milky Way,43,Spain,Flood,1
14-06-2018,Milky Way,21,North Korea,Volcano,71
26-09-2018,Milky Way,137,North Korea,Volcano,32
15-10-2018,Milky Way,258,China,Landslide,20
08-04-2019,Milky Way,135,North Korea,Volcano,164
24-12-2018,Milky Way,36,India,Earthquake,127
31-08-2018,Milky Way,217,Singapore,Earthquake,0
14-11-2018,Milky Way,270,UK,Earthquake,0
15-04-2018,Milky Way,16,Indonesia,Flood,8
12-12-2018,Milky Way,68,Japan,Volcano,35
19-12-2017,Milky Way,43,Spain,Flood,0
10-04-2018,Milky Way,19,North Korea,Volcano,0
09-02-2018,Milky Way,121,Bangladesh,Flood,0
21-04-2017,Milky Way,68,Japan,Volcano,4
09-10-2018,Milky Way,100,UK,Earthquake,8
17-01-2018,Milky Way,74,North Korea,Volcano,55
16-12-2017,Milky Way,78,North Korea,Volcano,35
13-08-2018,Milky Way,255,India,Earthquake,18
05-01-2018,Milky Way,250,Japan,Volcano,4
06-11-2018,Milky Way,11,Mongolia,Earthquake,63
04-05-2019,Milky Way,19,North Korea,Volcano,96
02-09-2018,Milky Way,79,Germany,Earthquake,0
09-10-2017,Milky Way,259,China,Landslide,0
03-08-2018,Milky Way,261,China,Landslide,4
24-11-2018,Milky Way,13,Spain,Flood,41
08-03-2019,Sombrero,,China,,0
10-03-2018,Milky Way,84,USA,BushFIre,0
22-03-2018,Milky Way,258,China,Landslide,0
08-07-2019,Sombrero,,Australia,,440
21-01-2018,Sombrero,,Australia,,3490
09-11-2017,Sombrero,,Bangladesh,,1510
21-12-2018,Milky Way,147,South Korea,BushFIre,49
10-05-2017,Milky Way,66,France,Flood,0
23-04-2018,Milky Way,120,Malaysia,Earthquake,36
11-02-2019,Sombrero,,Malaysia,,196
01-04-2017,Milky Way,263,France,Flood,0
25-01-2018,Sombrero,,Pakistan,,0
30-04-2019,Milky Way,19,North Korea,Volcano,55
18-03-2019,Milky Way,74,North Korea,Volcano,50
27-10-2017,Milky Way,207,Japan,Volcano,0
20-02-2018,Milky Way,13,Spain,Flood,28
03-10-2017,Milky Way,111,France,Flood,0
14-05-2017,Milky Way,260,Spain,Flood,0
26-02-2019,Milky Way,267,France,Flood,0
18-02-2018,Milky Way,267,France,Flood,0
11-12-2017,Milky Way,207,Japan,Volcano,4
27-04-2017,Milky Way,10,Mongolia,Earthquake,45
25-04-2018,Milky Way,104,Pakistan,Flood,14
05-11-2018,Milky Way,111,France,Flood,15
10-02-2019,Milky Way,248,North Korea,Volcano,3
08-07-2019,Sombrero,,South Korea,,106
28-10-2018,Milky Way,165,Australia,Earthquake,17
30-04-2019,Milky Way,70,North Korea,Volcano,14
07-03-2019,Milky Way,84,USA,BushFIre,8
27-06-2019,Sombrero,,Bangladesh,,2898
29-12-2017,Milky Way,270,UK,Earthquake,0
09-06-2017,Sombrero,,Spain,,1556
23-01-2018,Milky Way,251,Malaysia,Earthquake,29
22-05-2018,Milky Way,159,Singapore,Earthquake,0
10-11-2017,Sombrero,,Pakistan,,0
05-08-2018,Milky Way,78,North Korea,Volcano,7
10-09-2018,Milky Way,9,Mongolia,Earthquake,12
17-12-2018,Milky Way,68,Japan,Volcano,22
07-01-2018,Sombrero,,Bangladesh,,1035
16-04-2018,Milky Way,72,New Zealand,Landslide,14
29-04-2019,Milky Way,16,Indonesia,Flood,106
13-07-2017,Milky Way,10,Mongolia,Earthquake,41
26-06-2019,Milky Way,269,UK,Earthquake,0
31-08-2018,Milky Way,100,UK,Earthquake,10
12-09-2017,Milky Way,14,UK,Earthquake,0
07-04-2019,Milky Way,120,Malaysia,Earthquake,6
03-03-2018,Milky Way,15,New Zealand,Landslide,0
26-05-2019,Sombrero,,Australia,,583
07-05-2019,Milky Way,159,Singapore,Earthquake,62
27-05-2018,Milky Way,254,India,Earthquake,1
24-04-2018,Milky Way,67,Japan,Volcano,130
15-12-2018,Milky Way,17,France,Flood,13
22-10-2018,Milky Way,82,Russia,Flood,18
19-06-2019,Milky Way,43,Spain,Flood,10
23-06-2017,Sombrero,,USA,,208
23-08-2017,Milky Way,117,North Korea,Volcano,0
11-11-2018,Milky Way,7,Mongolia,Earthquake,8
01-03-2018,Milky Way,36,India,Earthquake,0
26-02-2018,Milky Way,258,China,Landslide,0
18-09-2018,Milky Way,165,Australia,Earthquake,23
28-05-2019,Milky Way,259,China,Landslide,10
21-09-2018,Sombrero,,Australia,,3049
11-03-2019,Sombrero,,Singapore,,2799
24-04-2019,Milky Way,74,North Korea,Volcano,31
19-04-2018,Sombrero,,Australia,,3892
03-03-2018,Milky Way,259,China,Landslide,0
19-06-2017,Sombrero,,UK,,242
14-04-2017,Sombrero,,USA,,82
27-05-2017,Sombrero,,USA,,54
10-11-2017,Milky Way,69,Spain,Flood,0
11-02-2019,Milky Way,268,UK,Earthquake,0
08-06-2018,Milky Way,72,New Zealand,Landslide,14
24-09-2017,Milky Way,260,Spain,Flood,0
08-08-2017,Sombrero,,Russia,,487
26-05-2018,Milky Way,10,Mongolia,Earthquake,40
24-04-2018,Sombrero,,China,,0
20-10-2017,Milky Way,268,UK,Earthquake,0
22-05-2017,Milky Way,1,Mongolia,Earthquake,137
12-06-2017,Milky Way,43,Spain,Flood,0
10-06-2019,Milky Way,255,India,Earthquake,41
20-06-2018,Milky Way,61,Japan,Volcano,72
05-04-2018,Milky Way,18,North Korea,Volcano,0
04-08-2018,Sombrero,,Mongolia,,469
05-11-2018,Milky Way,82,Russia,Flood,31
01-12-2018,Milky Way,137,North Korea,Volcano,10
27-05-2019,Milky Way,42,Mongolia,Earthquake,54
10-07-2018,Milky Way,165,Australia,Earthquake,12
12-02-2018,Milky Way,82,Russia,Flood,11
04-09-2017,Milky Way,17,France,Flood,0
16-10-2018,Sombrero,,USA,,638
11-05-2018,Milky Way,48,Australia,Flood,51
17-09-2018,Milky Way,85,North Korea,Volcano,28
12-10-2018,Milky Way,159,Singapore,Earthquake,43
01-03-2018,Milky Way,15,New Zealand,Landslide,0
29-07-2017,Milky Way,20,Australia,Flood,23
01-03-2019,Milky Way,43,Spain,Flood,14
11-02-2019,Milky Way,121,Bangladesh,Flood,13
21-01-2019,Sombrero,,Pakistan,,577
28-04-2018,Milky Way,34,Japan,Volcano,112
25-11-2017,Milky Way,61,Japan,Volcano,34
20-01-2018,Milky Way,105,Japan,Volcano,27
08-08-2017,Sombrero,,Australia,,880
22-12-2018,Sombrero,,New Zealand,,0
01-12-2018,Sombrero,,New Zealand,,0
03-08-2017,Milky Way,36,India,Earthquake,0
12-11-2017,Milky Way,7,Mongolia,Earthquake,9
06-08-2017,Sombrero,,India,,0
03-12-2017,Milky Way,260,Spain,Flood,0
10-08-2017,Milky Way,74,North Korea,Volcano,47
10-03-2019,Milky Way,79,Germany,Earthquake,35
08-11-2017,Sombrero,,North Korea,,333
20-08-2018,Milky Way,121,Bangladesh,Flood,18
31-05-2017,Sombrero,,Bangladesh,,386
23-09-2017,Milky Way,268,UK,Earthquake,0
11-02-2019,Sombrero,,Pakistan,,475
05-05-2017,Milky Way,104,Pakistan,Flood,19
25-07-2017,Sombrero,,South Korea,,171
21-10-2017,Milky Way,260,Spain,Flood,0
09-04-2017,Sombrero,,USA,,56
02-04-2017,Sombrero,,Spain,,182
31-12-2017,Milky Way,120,Malaysia,Earthquake,191
08-11-2018,Milky Way,5,Bangladesh,Flood,167
20-04-2017,Milky Way,100,UK,Earthquake,0
12-02-2019,Milky Way,135,North Korea,Volcano,167
19-09-2018,Milky Way,259,China,Landslide,10
23-03-2018,Milky Way,260,Spain,Flood,0
17-07-2019,Sombrero,,Japan,,607
20-05-2019,Milky Way,68,Japan,Volcano,22
17-01-2018,Sombrero,,North Korea,,626
21-02-2018,Sombrero,,India,,1922
24-06-2017,Milky Way,251,Malaysia,Earthquake,7
22-05-2019,Milky Way,258,China,Landslide,19
05-07-2017,Sombrero,,Pakistan,,0
12-11-2017,Milky Way,165,Australia,Earthquake,5
30-10-2018,Milky Way,202,Germany,Earthquake,48
14-04-2018,Milky Way,121,Bangladesh,Flood,0
01-12-2018,Milky Way,5,Bangladesh,Flood,20
11-12-2017,Milky Way,82,Russia,Flood,9
06-05-2019,Milky Way,61,Japan,Volcano,107
14-07-2019,Sombrero,,Australia,,1752
14-11-2017,Milky Way,76,Spain,Flood,8
23-06-2018,Milky Way,262,UK,Earthquake,0
28-05-2017,Milky Way,34,Japan,Volcano,11
28-10-2017,Milky Way,121,Bangladesh,Flood,0
27-12-2017,Milky Way,257,Japan,Volcano,0
28-10-2017,Sombrero,,Pakistan,,0
01-04-2018,Milky Way,147,South Korea,BushFIre,0
26-12-2017,Sombrero,,Australia,,878
11-02-2018,Milky Way,1,Mongolia,Earthquake,106
11-11-2017,Milky Way,73,New Zealand,Landslide,8
23-09-2018,Milky Way,9,Mongolia,Earthquake,51
18-04-2017,Sombrero,,Russia,,1135
27-04-2017,Milky Way,159,Singapore,Earthquake,0
08-06-2017,Milky Way,202,Germany,Earthquake,0
18-04-2018,Milky Way,251,Malaysia,Earthquake,55
06-04-2019,Milky Way,19,North Korea,Volcano,238
15-10-2018,Milky Way,254,India,Earthquake,78
11-03-2018,Milky Way,258,China,Landslide,0
01-10-2018,Milky Way,11,Mongolia,Earthquake,56
07-03-2018,Milky Way,84,USA,BushFIre,0
01-04-2019,Milky Way,3,Canada,Landslide,271
04-06-2017,Milky Way,21,North Korea,Volcano,9
25-04-2017,Sombrero,,Pakistan,,0
13-08-2018,Milky Way,121,Bangladesh,Flood,11
25-05-2019,Milky Way,111,France,Flood,10
21-11-2017,Milky Way,64,Bangladesh,Flood,7
18-06-2018,Milky Way,117,North Korea,Volcano,15
20-04-2018,Milky Way,5,Bangladesh,Flood,134
19-06-2017,Milky Way,34,Japan,Volcano,224
27-10-2018,Sombrero,,Pakistan,,463
29-05-2017,Milky Way,65,India,Earthquake,30
08-03-2018,Milky Way,11,Mongolia,Earthquake,36
22-05-2019,Milky Way,265,France,Flood,0
14-07-2017,Milky Way,258,China,Landslide,0
01-08-2017,Sombrero,,New Zealand,,0
